BHK,Type,Purpose,Location,Latitude,Longitude,City,furnishing,Bathroom,tenant_preferred,carpet_area,floor,direction,overlooking,society,amount
3,Penthouse,Rent,Kharadi Pune                  ,18.5512763,73.9416575,pune,Furnished,3,Bachelors/Family,2000 sqft,6 out of 6,East,Garden/Park,,"75,000"
2,Apartment,Rent,"Atul Alcove, Pimple Saudagar, Pimpri Chinchwad Pune             ",18.636125,73.800066,pune,Semi-Furnished,2,Bachelors/Family,1005 sqft,5 out of 11,East,"Garden/Park, Pool, Main Road",Atul Alcove,"32,000"
2,Apartment,Rent,"Paranjape Blue Ridge, Hinjawadi Pune               ",18.519479,73.870703,pune,Furnished,2,Bachelors/Family,1006 sqft,1 out of 30,East,Paranjape Blue Ridge,Paranjape Blue Ridge,"40,000"
2,Apartment,Rent,"VTP Cygnus, Manjari Khurd Pune               ",18.466668,73.908007,pune,Semi-Furnished,2,Bachelors,574 sqft,18 out of 27,East,"Garden/Park, Pool, Main Road",VTP Cygnus,"18,000"
2,Apartment,Rent,"Kumar Kruti, Marigold complex, Kalyani Nagar Pune             ",18.544128,73.787266,pune,Furnished,2,Bachelors/Family,880 sqft,4 out of 12,North,"Garden/Park, Main Road",Kumar Kruti,"50,000"
1,Apartment,Rent,"Paranjape Blue Ridge, Phase 1 Hinjewadi Rajiv Gandhi Infotech Park Pune         ",18.579099,73.736842,pune,Semi-Furnished,1,Bachelors,440 sqft,8 out of 24,East,"Garden/Park, Main Road, Pool",Paranjape Blue Ridge,"22,000"
1,Apartment,Rent,"Konark Virtue, Keshav Nagar Mundhwa Pune              ",18.536866,73.946438,pune,Semi-Furnished,1,Bachelors,492 sqft,7 out of 18,East,Main Road,Konark Virtue,"23,000"
3,Apartment,Rent,"Panchshil Towers, Kharadi Pune                ",18.518735,73.947698,pune,Semi-Furnished,5,Bachelors,2200 sqft,28 out of 30,South - East,Main Road,Panchshil Towers,"95,000"
3,Apartment,Rent,R Pokharaj society Keshav Nagar Pune              ,18.609808,74.696045,pune,Unfurnished,3,Bachelors/Family,1400 sqft,3 out of 12,East,Garden/Park,,"40,000"
3,Apartment,Rent,"Marvel Cascada, Balewadi Pune                ",18.554522,73.774465,pune,Furnished,4,Family,1870 sqft,14 out of 16,South - East,Main Road,Marvel Cascada,130000
2,Apartment,Rent,"Ganga Carnation, Mundhwa Road Pune               ",18.507826,73.929301,pune,Furnished,2,Bachelors,Immediately,1450 sqft,8 out of 12,North,Ganga Carnation,"50,000"
3,Apartment,Rent,"Jagtap Patil Sai Laurel Park, Pimple Gurav, Pimpri Chinchwad Pune          ",Error,Error,pune,Furnished,2,Bachelors,1100 sqft,1 out of 10,East,Jagtap Patil Sai Laurel Park,Jagtap Patil Sai Laurel Park,"40,000"
1,Apartment,Rent,Kutwal Colony Pune                 ,18.328401,74.339288,pune,Unfurnished,1,Bachelors,450 sqft,3 out of 3,1,1,,"12,000"
2,Apartment,Rent,"Gemini Grand Bay, Manjari BK Pune              ",18.514792,73.972777,pune,Semi-Furnished,2,Bachelors,1075 sqft,12 out of 12,East,Garden/Park,Gemini Grand Bay,"25,000"
2,Apartment,Rent,"Pranayraj Paradise, Tingre Nagar Pune               ",18.544128,73.787266,pune,Semi-Furnished,2,Bachelors,750 sqft,2 out of 3,Main Road,Pranayraj Paradise,Pranayraj Paradise,"20,000"
3,Apartment,Rent,"Gera Trinity Towers, EON Free Zone, Kharadi Pune            ",Error,Error,pune,Unfurnished,3,Bachelors/Family,2200 sqft,8 out of 20,East,"Garden/Park, Main Road",Gera Trinity Towers,"70,000"
2,Apartment,Rent,Wagholi Road Pune                 ,18.5818529,73.9816631,pune,Semi-Furnished,3,Bachelors,930 sqft,3 out of 9,East,Garden/Park,,"27,500"
3,Apartment,Rent,"Karan Bella Vista, Manjri, Manjri Budruk Pune             ",18.512748,73.77795,pune,Furnished,2,Bachelors,1500 sqft,11 out of 11,East,"Pool, Garden/Park",Karan Bella Vista,"40,000"
2,Apartment,Rent,"Jaihind Residency, Chikhali Pimpri Chinchwad Pune              ",Error,Error,pune,Semi-Furnished,2,Bachelors,905 sqft,5 out of 7,East,Main Road,Jaihind Residency,"17,000"
3,Apartment,Rent,Kharadi Pune                  ,18.5512763,73.9416575,pune,Semi-Furnished,3,Bachelors/Family,1611 sqft,3 out of 10,3,1,,"49,000"
2,Apartment,Rent,Talegaon Dabhade Pune                 ,18.7337107,73.6728593,pune,Unfurnished,2,Bachelors,1000 sqft,3 out of 3,East,"Garden/Park, Main Road",,"12,000"
2,Apartment,Rent,"Echoing Greens, Shankar Kalat Nagar Pune              ",18.596148,73.758986,pune,Unfurnished,2,Family,730 sqft,5 out of 8,Echoing Greens,2,Echoing Greens,"25,500"
2,Apartment,Rent,"Alcon Rethos Apartment, Kharadi Pune               ",Error,Error,pune,Furnished,2,Bachelors/Family,750 sqft,2 out of 4,East,Alcon Rethos Apartment,Alcon Rethos Apartment,"38,000"
2,Apartment,Rent,"Konark Campus, Viman Nagar Pune               ",18.567009,73.918554,pune,Furnished,2,Bachelors/Family,1250 sqft,1 out of 7,Konark Campus,2,Konark Campus,"55,000"
Studio,for,Rent,Park Town Pune                 ,18.6425947,73.78793727,pune,Furnished,1,Bachelors/Family,380 sqft,8 out of 11,East,"Garden/Park, Main Road",,"23,000"
2,Apartment,Rent,"Ruby Park, Wakad Pune                ",18.592557,73.734135,pune,Furnished,2,Bachelors,1100 sqft,7 out of 12,East,"Garden/Park, Main Road",Ruby Park,"34,000"
3,Apartment,Rent,"F5 Epic, Wagholi Pune                ",Error,Error,pune,Semi-Furnished,2,Bachelors/Family,850 sqft,3 out of 8,East,Garden/Park,F5 Epic,"28,000"
1,Apartment,Rent,"Munjaba Vasti, Dhanori Pune                ",Error,Error,pune,Unfurnished,1,Bachelors/Family,580 sqft,1 out of 3,East,Main Road,,"9,500"
5,Apartment,Rent,"Marvel Sangria, NIBM Road Pune               ",18.47729,73.90025,pune,Semi-Furnished,5,Bachelors/Family,4000 sqft,1 out of 12,East,"Garden/Park, Pool",Marvel Sangria,130000
2,Builder,Rent,in Keshav Nagar Mundhwa Pune               ,18.5347723,73.9448425,pune,Semi-Furnished,2,Bachelors,750 sqft,2 out of 2,East,Main Road,,"15,000"
1,Apartment,Rent,"Namo Imperial, Lohegaon Pune                ",18.45681,73.878437,pune,Semi-Furnished,1,Bachelors,600 sqft,7 out of 7,Garden/Park,Namo Imperial,Namo Imperial,"60,000"
2,Apartment,Rent,Pan Card Club Road Pune               ,18.559661,73.785685,pune,Semi-Furnished,2,Bachelors/Family,750 sqft,10 out of 10,East,"Garden/Park, Main Road",,"41,000"
3,Apartment,Rent,"VTP Beaumonde, Manjari Khurd Pune               ",18.466668,73.908007,pune,Unfurnished,2,Bachelors/Family,1145 sqft,8 out of 22,East,"Garden/Park, Main Road",VTP Beaumonde,"30,000"
4,Apartment,Rent,"Amar Landmark, Baner Pune                ",18.783482,73.970332,pune,Semi-Furnished,4,Family,3436 sqft,10 out of 18,West,Garden/Park,Amar Landmark,300000
2,Apartment,Rent,"Sukhwani Palms, Wagholi Pune                ",18.653224,73.78059,pune,Furnished,2,Bachelors,785 sqft,5 out of 8,East,"Garden/Park, Main Road",Sukhwani Palms,"25,000"
2,Apartment,Rent,Sangamvadi Pune                  ,Error,Error,pune,Semi-Furnished,2,Bachelors/Family,1150 sqft,2 out of 5,2,,,"35,000"
2,Apartment,Rent,"Pristine Meadows, Wagholi Pune                ",18.644013,73.754179,pune,Semi-Furnished,2,Bachelors/Family,1100 sqft,3 out of 8,Pristine Meadows,2,Pristine Meadows,"25,000"
2,Apartment,Rent,Wakad Pune                  ,18.6022495,73.7644454,pune,Semi-Furnished,2,Bachelors/Family,700 sqft,9 out of 11,East,2,,"30,000"
1,Apartment,Rent,Talegaon Dabhade Pune                 ,18.7337107,73.6728593,pune,Unfurnished,1,Bachelors/Family,430 sqft,5 out of 8,1,,,"6,500"
2,Apartment,Rent,"Tranquility Annexe, Shewalewadi Pune                ",Error,Error,pune,Furnished,2,Bachelors,675 sqft,5 out of 6,East,Garden/Park,Tranquility Annexe,"25,000"
2,Apartment,Rent,"Ganesh Plaza, Kondhwa BK Pune               ",18.479041,73.862338,pune,Semi-Furnished,1,Bachelors/Family,785 sqft,2 out of 5,Ganesh Plaza,1,Ganesh Plaza,"12,500"
2,Apartment,Rent,"Dreams Estate, Hadapsar Pune                ",18.460989,73.925204,pune,Unfurnished,2,Bachelors,601 sqft,3 out of 11,East,"Garden/Park, Main Road",Dreams Estate,"20,000"
3,Apartment,Rent,"Kolte Patil Life Republic Sector R7 7th Avenue I Towers, Hinjawadi Pune        ",18.482571,73.857768,pune,Unfurnished,2,Bachelors,750 sqft,6 out of 22,East,Main Road,Kolte Patil Life Republic Sector R7 7th Avenue I Towers,"24,000"
2,Apartment,Rent,Wadgaon Sheri Pune                 ,18.5504406,73.91716746,pune,Semi-Furnished,1,Bachelors/Family,840 sqft,2 out of 3,1,,,"18,000"
3,Apartment,Rent,Mumbai Pune Expressway Pune                ,18.6624991,73.7276189,pune,Semi-Furnished,4,Bachelors,1430 sqft,11 out of 21,East,"Garden/Park, Pool, Main Road",,150000
2,Apartment,Rent,"Jaihind Residency, Chikhali Pimpri Chinchwad Pune              ",Error,Error,pune,Semi-Furnished,2,Bachelors,905 sqft,5 out of 7,East,Main Road,Jaihind Residency,"17,000"
3,Apartment,Rent,Kharadi Pune                  ,18.5512763,73.9416575,pune,Semi-Furnished,3,Bachelors/Family,1611 sqft,3 out of 10,3,1,,"49,000"
2,Apartment,Rent,"Echoing Greens, Shankar Kalat Nagar Pune              ",18.596148,73.758986,pune,Unfurnished,2,Family,730 sqft,5 out of 8,Echoing Greens,2,Echoing Greens,"25,500"
2,Apartment,Rent,"Konark Campus, Viman Nagar Pune               ",18.567009,73.918554,pune,Furnished,2,Bachelors/Family,1250 sqft,1 out of 7,Konark Campus,2,Konark Campus,"55,000"
Studio,for,Rent,Park Town Pune                 ,18.6425947,73.78793727,pune,Furnished,1,Bachelors/Family,380 sqft,8 out of 11,East,"Garden/Park, Main Road",,"23,000"
2,Apartment,Rent,"Ruby Park, Wakad Pune                ",18.592557,73.734135,pune,Furnished,2,Bachelors,1100 sqft,7 out of 12,East,"Garden/Park, Main Road",Ruby Park,"34,000"
1,Apartment,Rent,"Munjaba Vasti, Dhanori Pune                ",Error,Error,pune,Unfurnished,1,Bachelors/Family,580 sqft,1 out of 3,East,Main Road,,"9,500"
5,Apartment,Rent,"Marvel Sangria, NIBM Road Pune               ",18.47729,73.90025,pune,Semi-Furnished,5,Bachelors/Family,4000 sqft,1 out of 12,East,"Garden/Park, Pool",Marvel Sangria,130000
2,Builder,Rent,in Keshav Nagar Mundhwa Pune               ,18.5347723,73.9448425,pune,Semi-Furnished,2,Bachelors,750 sqft,2 out of 2,East,Main Road,,"15,000"
3,Apartment,Rent,"VTP Beaumonde, Manjari Khurd Pune               ",18.466668,73.908007,pune,Unfurnished,2,Bachelors/Family,1145 sqft,8 out of 22,East,"Garden/Park, Main Road",VTP Beaumonde,"30,000"
4,Apartment,Rent,"Amar Landmark, Baner Pune                ",18.783482,73.970332,pune,Semi-Furnished,4,Family,3436 sqft,10 out of 18,West,Garden/Park,Amar Landmark,300000
2,Apartment,Rent,"Sukhwani Palms, Wagholi Pune                ",18.653224,73.78059,pune,Furnished,2,Bachelors,785 sqft,5 out of 8,East,"Garden/Park, Main Road",Sukhwani Palms,"25,000"
2,Apartment,Rent,"Pristine Meadows, Wagholi Pune                ",18.644013,73.754179,pune,Semi-Furnished,2,Bachelors/Family,1100 sqft,3 out of 8,Pristine Meadows,2,Pristine Meadows,"25,000"
2,Apartment,Rent,Wakad Pune                  ,18.6022495,73.7644454,pune,Semi-Furnished,2,Bachelors/Family,700 sqft,9 out of 11,East,2,,"30,000"
2,Apartment,Rent,"Dreams Estate, Hadapsar Pune                ",18.460989,73.925204,pune,Unfurnished,2,Bachelors,601 sqft,3 out of 11,East,"Garden/Park, Main Road",Dreams Estate,"20,000"
3,Apartment,Rent,"Kolte Patil Life Republic Sector R7 7th Avenue I Towers, Hinjawadi Pune        ",18.482571,73.857768,pune,Unfurnished,2,Bachelors,750 sqft,6 out of 22,East,Main Road,Kolte Patil Life Republic Sector R7 7th Avenue I Towers,"24,000"
3,Apartment,Rent,Mumbai Pune Expressway Pune                ,18.6624991,73.7276189,pune,Semi-Furnished,4,Bachelors,1430 sqft,11 out of 21,East,"Garden/Park, Pool, Main Road",,150000
1,Apartment,Rent,Mumbai Pune Expressway Pune                ,18.6624991,73.7276189,pune,Furnished,1,Bachelors,490 sqft,15 out of 22,East,"Garden/Park, Pool, Main Road",,"35,000"
2,Apartment,Rent,"Shiv Windmill Village, Bavdhan Pune               ",18.519479,73.870703,pune,Semi-Furnished,2,Bachelors/Family,900 sqft,2 out of 2,East,"Garden/Park, Main Road",Shiv Windmill Village,"36,000"
3,Apartment,Rent,"Ragvilas Society, Koregaon Park Pune               ",18.54114865,73.8912304,pune,Furnished,3,Bachelors,1370 sqft,1 out of 5,East,"Garden/Park, Main Road",,"80,000"
3,Apartment,Rent,"EON Free Zone, Kharadi Pune               ",18.551815,73.95115299,pune,Unfurnished,3,Bachelors/Family,1200 sqft,4 out of 7,East,Garden/Park,,"36,000"
2,Apartment,Rent,"Mhada Colony-Viman Nagar, Viman Nagar Pune              ",18.541879,73.906953,pune,Furnished,2,Bachelors/Family,1000 sqft,7 out of 8,East,"Garden/Park, Main Road",,"45,000"
2,Apartment,Rent,"Gemini Grand Bay, Manjari BK Pune              ",18.514792,73.972777,pune,Semi-Furnished,2,Bachelors/Family,760 sqft,2 out of 12,East,Garden/Park,Gemini Grand Bay,"23,000"
2,Apartment,Rent,"Ojas Apartment, Baner Pashan Link Road Pune             ",18.552893,73.797161,pune,Semi-Furnished,2,Bachelors,1000 sqft,4 out of 9,North,Garden/Park,Ojas Apartment,"27,500"
1,Apartment,Rent,Ambegaon BK Pune                 ,18.4582421,73.82870366,pune,Unfurnished,1,Bachelors,750 sqft,2 out of 4,East,1,,"10,000"
3,Apartment,Rent,"Runal Spacio, Ravet, Pimpri Chinchwad Pune              ",18.6560742,73.73114894,pune,Semi-Furnished,2,Bachelors/Family,901 sqft,10 out of 11,East,"Garden/Park, Main Road",Runal Spacio,"31,000"
2,Apartment,Rent,"Nyati Elan, Wagholi Pune                ",18.5872943,74.0044586,pune,Furnished,2,Bachelors,630 sqft,12 out of 12,East,"Garden/Park, Pool, Main Road",Nyati Elan,"25,000"
4,Apartment,Rent,"Gagan Unnati, Kondhwa Pune                ",Error,Error,pune,Unfurnished,5,Bachelors,1900 sqft,10 out of 20,East,"Main Road, Garden/Park",Gagan Unnati,"50,000"
2,Apartment,Rent,"Sonigara Kesar, Kaspate Wasti Pune               ",Error,Error,pune,Furnished,2,Family,1450 sqft,11 out of 12,Sonigara Kesar,2,Sonigara Kesar,"32,000"
2,Apartment,Rent,"Nyati Elan, Wagholi Pune                ",18.5872943,74.0044586,pune,Semi-Furnished,2,Bachelors,620 sqft,11 out of 12,North - East,"Garden/Park, Pool, Main Road",Nyati Elan,"19,000"
2,Apartment,Rent,"Sarvesh Panorama, Baner Road Pune               ",18.549864,73.81012,pune,Semi-Furnished,2,Bachelors/Family,900 sqft,1 out of 4,Garden/Park,Sarvesh Panorama,Sarvesh Panorama,"45,000"
3,Apartment,Rent,"Peninsula Address One, Gahunje Pune               ",18.556688,73.795353,pune,Unfurnished,3,Bachelors/Family,700 sqft,4 out of 4,East,Garden/Park,Peninsula Address One,"32,000"
2,Apartment,Rent,Moshi Alandi Road Pune                ,18.624373,73.874151,pune,Unfurnished,2,Bachelors,709 sqft,3 out of 7,"Main Road, Garden/Park",2,,"13,500"
2,Apartment,Rent,"Wakadkar Stellar Rhythmm, Wakad Pune               ",Error,Error,pune,Unfurnished,2,Family,810 sqft,5 out of 12,East,Wakadkar Stellar Rhythmm,Wakadkar Stellar Rhythmm,"28,500"
1,Apartment,Rent,"Paranjape Blue Ridge, Hinjawadi Pune               ",18.519479,73.870703,pune,Semi-Furnished,1,Bachelors/Family,500 sqft,19 out of 25,Paranjape Blue Ridge,1,Paranjape Blue Ridge,"25,000"
3,Apartment,Rent,"Marvel Sangria, NIBM Road Pune               ",18.47729,73.90025,pune,Unfurnished,3,Bachelors/Family,2200 sqft,5 out of 12,East,"Garden/Park, Pool",Marvel Sangria,"65,000"
2,Apartment,Rent,"Royal Glory, Wakad Pune                ",18.6031842,73.7511252,pune,Unfurnished,2,Bachelors,1009 sqft,6 out of 12,East,Royal Glory,Royal Glory,"30,000"
2,Apartment,Rent,Anand Nagar Pune                 ,18.4782576,73.823807,pune,Semi-Furnished,2,Bachelors/Family,1000 sqft,3 out of 3,East,Main Road,,"38,000"
3,Apartment,Rent,"Akshar Elementa, Wakad Pune                ",18.61306115,73.75483003,pune,Unfurnished,3,Bachelors,1490 sqft,8 out of 14,East,"Garden/Park, Pool, Main Road",Akshar Elementa,"45,000"
2,Apartment,Rent,"Kumar Primavera, Sainath Nagar Wadgaon Sheri Pune             ",18.482571,73.857768,pune,Furnished,2,Bachelors/Family,700 sqft,2 out of 12,East,Garden/Park,Kumar Primavera,"33,000"
1,Apartment,Rent,"Neco Gardens, Viman Nagar Pune               ",18.564127,73.913646,pune,Furnished,1,Bachelors,650 sqft,2 out of 6,"Garden/Park, Main Road",Neco Gardens,Neco Gardens,"35,000"
2,Apartment,Rent,"Xrbia Hinjewadi, Hinjawadi Pune                ",18.482571,73.857768,pune,Furnished,2,Bachelors,582 sqft,2 out of 8,North,Main Road,Xrbia Hinjewadi,"16,200"
4,Apartment,Rent,"Tej Bliss, Model Colony, Shivaji Nagar Pune             ",18.036246,74.787817,pune,Unfurnished,3,Family,1450 sqft,4 out of 12,West,"Garden/Park, Pool",Tej Bliss,"75,000"
2,Apartment,Rent,"Kohinoor Viva City, Dhanori Pune               ",Error,Error,pune,Semi-Furnished,2,Bachelors,1100 sqft,5 out of 9,East,"Garden/Park, Pool, Main Road",Kohinoor Viva City,"21,000"
3,Apartment,Rent,"Nyati Elan, Wagholi Pune                ",18.5872943,74.0044586,pune,Semi-Furnished,3,Bachelors/Family,1126 sqft,5 out of 12,East,"Garden/Park, Pool, Main Road",Nyati Elan,"28,000"
3,Apartment,Rent,"Marvel Zephyr, Kharadi Pune                ",18.554522,73.774465,pune,Furnished,3,Bachelors,1750 sqft,East,"Pool, Garden/Park, Main Road",Marvel Zephyr,Marvel Zephyr,"85,000"
3,Apartment,Rent,"Godrej Hillside, Mahalunge Pune                ",18.58498,73.729022,pune,Semi-Furnished,3,Bachelors/Family,900 sqft,9 out of 24,East,"Garden/Park, Pool, Main Road",Godrej Hillside,"30,000"
3,Villa,Rent,"Kolte Patil Life Republic, Hinjawadi Pune              ",18.591936,73.755871,pune,Semi-Furnished,3,Bachelors,2200 sqft,East,"Garden/Park, Pool, Main Road",Leasehold,Kolte Patil Life Republic,"40,000"
4,Villa,Rent,"Kolte Patil Life Republic, Hinjawadi Pune              ",18.591936,73.755871,pune,Furnished,5,Bachelors,2150 sqft,East,"Pool, Garden/Park, Main Road",Freehold,Kolte Patil Life Republic,"70,000"
3,House,Rent,"in Kapil Woodrow Estate, Wanowrie Pune              ",Error,Error,pune,Unfurnished,3,Family,2000 sqft,East,Main Road,Kapil Woodrow Estate,Kapil Woodrow Estate,"35,000"
4,House,Rent,"in Talera Park , Kalyani Nagar Pune             ",18.544128,73.787266,pune,Furnished,5,Bachelors,3600 sqft,East,"Garden/Park, Main Road",Co-operative Society,Talera Park,200000
3,Villa,Rent,"Mont Vert Tranquille, Wakad Pune               ",18.590071,73.76964,pune,Unfurnished,3,Bachelors/Family,1910 sqft,East,"Garden/Park, Pool, Main Road",Mont Vert Tranquille,Mont Vert Tranquille,"54,000"
3,Villa,Rent,"Purple Cloud 9, NIBM Road Pune              ",18.47729,73.90025,pune,Furnished,4,Family,3000 sqft,East,Garden/Park,Purple Cloud 9,Purple Cloud 9,120000
3,House,Rent,"in Gera Landmark, Kalyani Nagar Pune              ",18.544128,73.787266,pune,Furnished,4,Bachelors/Family,2500 sqft,1 out of 6,East,"Garden/Park, Main Road",Gera Landmark,130000
3,Villa,Rent,"Gera Planet Of Joy, Kharadi Pune              ",18.563996,73.960089,pune,Semi-Furnished,3,Bachelors,1311 sqft,East,Main Road,Gera Planet Of Joy,Gera Planet Of Joy,"60,000"
4,Villa,Rent,"Park Street, Wakad Pune                ",18.5996706,73.7754607,pune,Unfurnished,5,Family,2500 sqft,East,Garden/Park,Park Street,Park Street,"75,000"
3,Villa,Rent,"Paranjape Forest Trails, Bhugaon, Bavdhan Pune              ",18.514398,73.846052,pune,Unfurnished,3,Family,1800 sqft,East,Garden/Park,Paranjape Forest Trails,Paranjape Forest Trails,"55,000"
6,House,Rent,in Kharadi Pune                 ,18.5409242,73.935679,pune,Unfurnished,6,Bachelors/Family,3000 sqft,1 out of 4,East,Main Road,,"60,000"
3,Villa,Rent,"Chrrysalis, Wagholi Pune                 ",18.58185,73.98781,pune,Furnished,3,Bachelors,1800 sqft,East,"Garden/Park, Pool, Main Road",Chrrysalis,Chrrysalis,"35,000"
2,Villa,Rent,"Gera World of Joy, Kharadi Pune              ",Error,Error,pune,Unfurnished,2,Bachelors/Family,850 sqft,East,Gera World of Joy,30 X 40 ft Sqft,Gera World of Joy,"40,000"
4,Villa,Rent,Baner Pune                  ,18.5642431,73.7768573,pune,Unfurnished,4,Bachelors/Family,2160 sqft,4,2,,,100000
4,Villa,Rent,"Kolte-Patil Life Republic Oro Avenue, Marunji Road Pune            ",18.596793,73.734748,pune,Semi-Furnished,4,Bachelors/Family,2000 sqft,Kolte-Patil Life Republic Oro Avenue,35 X 102.86 ft Sqft,4,Kolte-Patil Life Republic Oro Avenue,"60,000"
3,Villa,Rent,"Kolte Patil Life Republic, Marunji Road Pune             ",18.596793,73.734748,pune,Semi-Furnished,3,Bachelors/Family,2200 sqft,East,"Garden/Park, Pool, Main Road",Kolte Patil Life Republic,Kolte Patil Life Republic,"40,000"
3,House,Rent,"in Kapil Woodrow Estate, Azad Nagar Wanowrie Pune            ",18.519479,73.870703,pune,Unfurnished,3,Bachelors/Family,1900 sqft,East,Main Road,Kapil Woodrow Estate,Kapil Woodrow Estate,"35,000"
3,House,Rent,"in Hermes Heritage, Shastrinagar Yerawada Pune              ",Error,Error,pune,Furnished,3,Bachelors/Family,1000 sqft,North,Hermes Heritage,1000 X 1 ft Sqft,Hermes Heritage,"48,000"
3,House,Rent,"in Shubhashree Woods, Pimple Saudagar, Pimpri Chinchwad Pune            ",Error,Error,pune,Unfurnished,3,Bachelors/Family,1515 sqft,East,"Garden/Park, Main Road",Shubhashree Woods,Shubhashree Woods,"32,000"
3,House,Rent,"in Kasturi Eon Homes, Hinjawadi Pune              ",18.591936,73.755871,pune,Semi-Furnished,2,Bachelors/Family,1100 sqft,4 out of 20,East,"Garden/Park, Main Road",Kasturi Eon Homes,"40,000"
1,House,Rent,in Dhanori Road Pune                ,18.5803749,73.9182265,pune,Semi-Furnished,1,Bachelors,560 sqft,2 out of 2,North,Main Road,,"16,000"
3,Villa,Rent,"Gera World of Joy, Kharadi Pune              ",Error,Error,pune,Furnished,3,Bachelors/Family,1200 sqft,East,Garden/Park,Gera World of Joy,Gera World of Joy,"55,000"
5,Villa,Rent,"Panchshil Yoo Villas, Wagholi Pune               ",Error,Error,pune,Unfurnished,5,Family,8500 sqft,East,Garden/Park,Panchshil Yoo Villas,Panchshil Yoo Villas,700000
3,Villa,Rent,Vadgaon BK Pune                 ,18.4633903,73.8195653,pune,Unfurnished,4,Family,2000 sqft,East,Main Road,100 X 25 ft Sqft,,"65,000"
3,Villa,Rent,Sindh Society Pune                 ,18.5565525,73.81298259,pune,Unfurnished,4,Bachelors,3800 sqft,East,Garden/Park,4,,290000
6,Villa,Rent,Kalyani Nagar Pune                 ,18.5481382,73.9025513,pune,Semi-Furnished,6,Family,3500 sqft,"Garden/Park, Main Road",6,,,330000
4,Villa,Rent,"Mont Vert Tranquille, Wakad Pune               ",18.590071,73.76964,pune,Furnished,4,Family,3500 sqft,"Garden/Park, Pool, Main Road",Mont Vert Tranquille,65 X 30.77 ft Sqft,Mont Vert Tranquille,"70,000"
4,Villa,Rent,"Bhandari Parkland, Baner Pune                ",18.563553,73.767152,pune,Furnished,4,Bachelors,1500 sqft,East,Main Road,Freehold,Bhandari Parkland,"99,000"
3,Villa,Rent,Kharadi Pune                  ,18.5512763,73.9416575,pune,Unfurnished,4,Bachelors,1302 sqft,East,Main Road,Freehold,,"65,000"
3,Villa,Rent,"Gera Planet Of Joy, Kharadi Pune              ",18.563996,73.960089,pune,Unfurnished,3,Bachelors/Family,1420 sqft,East,"Pool, Garden/Park, Main Road",Gera Planet Of Joy,Gera Planet Of Joy,"55,000"
3,Villa,Rent,"Gera Planet Of Joy, Kharadi Pune              ",18.563996,73.960089,pune,Semi-Furnished,3,Bachelors/Family,1400 sqft,Gera Planet Of Joy,20 X 100 ft Sqft,3,Gera Planet Of Joy,"55,000"
4,Villa,Rent,"Runal Deepmala, Pimple Saudagar, Pimpri Chinchwad Pune             ",18.59763,73.791314,pune,Semi-Furnished,4,Family,1900 sqft,East,"Garden/Park, Pool",Runal Deepmala,Runal Deepmala,"48,000"
3,Villa,Rent,"GK Roseland Residency, Pimple Saudagar Road Pune             ",18.599271,73.802556,pune,Semi-Furnished,3,Family,1800 sqft,GK Roseland Residency,3,2,GK Roseland Residency,"43,000"
3,House,Rent,"in Lalit Estate, Baner Pune               ",18.450481,73.819479,pune,Unfurnished,3,Bachelors,1800 sqft,West,Main Road,12 X 180 ft Sqft,,"95,000"
3,Villa,Rent,"Air Force Campus, Viman Nagar Pune              ",18.567009,73.918554,pune,Unfurnished,3,Bachelors,1400 sqft,North,"Garden/Park, Pool, Main Road",3,,"55,000"
1,House,Rent,in Kharadi Pune                 ,18.5409242,73.935679,pune,Furnished,1,Bachelors/Family,225 sqft,1,,,,"10,000"
3,Villa,Rent,"Shagun Nisarg Bavdhan, Bavdhan Pune               ",18.519479,73.870703,pune,Furnished,3,Family,2000 sqft,East,"Garden/Park, Pool",Shagun Nisarg Bavdhan,Shagun Nisarg Bavdhan,"70,000"
4,Villa,Rent,Wadebolai Pune                  ,18.5870203,74.0795557,pune,Unfurnished,2,Bachelors/Family,1800 sqft,West,2,1,,"20,000"
3,Villa,Rent,"Prestige Panorama, Mundhwa Pune                ",18.564516,73.776232,pune,Unfurnished,3,Bachelors/Family,1450 sqft,East,"Garden/Park, Main Road",Freehold,Prestige Panorama,"45,000"
3,Villa,Rent,Aundh Pune                  ,18.5618834,73.8101957,pune,Furnished,3,Bachelors/Family,2560 sqft,North,Garden/Park,98.99 X 50.51 ft Sqft,,400000
3,House,Rent,"in Rohan Mithila, Viman Nagar Pune              ",18.567009,73.918554,pune,Unfurnished,3,Bachelors,1200 sqft,1 out of 1,East,"Garden/Park, Pool, Main Road",Rohan Mithila,"62,000"
2,Villa,Rent,"Konark Nagar, Viman Nagar Pune               ",18.564069,73.913894,pune,Unfurnished,3,Bachelors,900 sqft,East,"Garden/Park, Pool, Main Road",Konark Nagar,Konark Nagar,"42,000"
3,Villa,Rent,"Geras Bungalow , EON Free Zone, Kharadi Pune            ",18.555484,73.95226,pune,Semi-Furnished,3,Bachelors/Family,1800 sqft,East,Geras Bungalow,50 X 50 ft Sqft,Geras Bungalow,"80,000"
2,House,Rent,in Wadgaon Sheri Pune                ,18.519479,73.870703,pune,Furnished,1,Bachelors/Family,800 sqft,2 out of 4,1,,,"17,000"
